phone_number,company_name,contact_name,location,equipment_category,total_listings,priority_score,call_status,call_attempts,last_call_date
810.650.1114,,,"Hudson, Colorado",backhoes,1,50,not_called,0,
812-683-2763,,,,backhoes,1,50,not_called,0,
812-730.7014,Kurtz Trading,,"Eau Claire, Wisconsin",skid steers,1,50,not_called,0,
812.533.2613,Derby Hill Equipment,,"West Terre Haute, Indiana",drills,1,50,not_called,0,
812.730-7020,Chalkers Equipment and Auction,,"Southington, Ohio",drills,1,50,not_called,0,
812.730-7025,,,,wheel loaders,1,50,not_called,0,
812.730.7014,,,"Spring Valley, Minnesota",drills,1,50,not_called,0,
813-713-5045,Here Rentals,,"Sarver, Pennsylvania",skid steers,1,50,not_called,0,
813-816-7060,Cone >  Alta Equipment Co.,,"Davie, Florida",wheel loaders,1,50,not_called,0,
813.047-7117,Hawthorne Cat,,"Waipahu, Hawaii",drills,1,50,not_called,0,
813.626-3761,Custom Truck One Source,,"Tampa, Fiorida",cranes,1,50,not_called,0,
813.713-5045,,,"Zephyrhills, Florida",wheel loaders,1,50,not_called,0,
813.816-7069,Kirby-Smith Machinery - Oklahoma,,"Abilene, Texas",wheel loaders,1,50,not_called,0,
814.214-7028,Bobeat of Greenville,,"Everett, Pennsylvania",drills,1,50,not_called,0,
814.214.7024,,,,drills,1,50,not_called,0,
814.214.7025,"Forrester Farm Equipment, LTD",,"Stoystown, Pennsylvania",wheel loaders,1,50,not_called,0,
814.214.7038,Groupe JLD Lague,,"Amarillo, Texas",wheel loaders,1,50,not_called,0,
814.290.0026,Burchfield Truck Sales,,"Duncansville, Pennsylvania",cranes,1,50,not_called,0,
814.846-7008,"Titan Machinery,",,"Martinsburg, Pennsylvania",wheel loaders,1,50,not_called,0,
814.846.7008,JCW Equipment LLC,,"York Springs, Pennsylvania",wheel loaders,1,50,not_called,0,
815.448.9017,"Mid Central Equipment, inc,",,"Washington, Kansas",skid steers,1,50,not_called,0,
815.552.7116,Truck Site,,"Sacramento, California",sweepers/brooms,1,50,not_called,0,
815.687-7003,All Roads Used Equipment,,"Sheboygan, Wisconsin",forestry equipment,1,50,not_called,0,
815.687-7051,APPELL EQUIPMENT SALES,,"Rockford, Ilinois",cranes,1,50,not_called,0,
815.761.7426,‘ J. Stout Auctions - Sales Center,,"Spokane, Washington",forestry equipment,1,50,not_called,0,
815.785.0226,Scholtens Equipment,,"Burlington, Washington",backhoes,1,50,not_called,0,
815.796.5034,Lyle Machinery Used - Heavy,,"Richland, Mississippi",drills,1,50,not_called,0,
815.889-6191,‘ Wheeler Machinery Co.,,"Salt Lake City, Utah",drills,1,50,not_called,0,
816.225-1152,HOLT CAT Used Equipment,,"llentown, Pennsylvania",drills,1,50,not_called,0,
816.286-6102,‘ Van Keppel,,"Winslow Township, New Jersey",wheel loaders,1,50,not_called,0,
816.286.4102,Van Keppel,,"Kansas City, Kansas",wheel loaders,1,50,not_called,0,
816.526.7010,VLP - An EquipmentShare Company,,"Kansas City, Missouri",drills,1,50,not_called,0,
817-041.2888,New Tee Truck & Equipment,,"Ravenel, South Carolina",drills,1,50,not_called,0,
817-553-5500,Lyle Machinery Used - Heavy,,"Concord, New Hampshire",drills,1,50,not_called,0,
817.553-5500,Wheeler Machinery Co.,,"Mabank, Texas",wheel loaders,1,50,not_called,0,
818.600.9528,Crownstone Equipment,,"Leesport, Pennsylvania",skid steers,1,50,not_called,0,
818310 7918,,,,backhoes,1,50,not_called,0,
819-388.6854,Maq,,"Drummondville, Quebec, Canada",sweepers/brooms,1,50,not_called,0,
819-388.6954,Lussicam,,"Drummondville, Quebec, Canada",sweepers/brooms,1,50,not_called,0,
819.388.6854,Maquinaria Wiebe Km 24,,"Woodbridge, Ontario, Canada",sweepers/brooms,1,50,not_called,0,
819.474.5311,Maquinaria Wiebe Km 24,,"Cuauhtémac, Chihuahua, Mexico",sweepers/brooms,1,50,not_called,0,
819.815-9957,SMS Equipment,,"Acheson, Alberta, Canada",grader,1,50,not_called,0,
8218365410,Sonstay Machinery LLC,,"Salem, Oregon",asphalt pavers,1,50,not_called,0,
822190 6502,‘ Verdelll international,,"Hefei, Anhui, China",cranes,1,50,not_called,0,
825-706.1911,Maquinaria Wiebe Km 24,,"Stoufivile, Ontario, Canada",drills,1,50,not_called,0,
825.706-1911,Brandt Tractor Ltd. - Mississauga,,"Mississauga, Ontario, Canada",backhoes,1,50,not_called,0,
825000 2007,,,,asphalt pavers,1,50,not_called,0,
825000 2009,,,,asphalt pavers,1,50,not_called,0,
828-490.9314,Bigfoot Forklift LLC,,"Spindale, North Carolina",sweepers/brooms,1,50,not_called,0,
828.490.7948,Roadbuilders Machinery,,"Granite Falls, North Carolina",drills,1,50,not_called,0,
828.690-0302,Joe Welch E,,"Minot, North Dakota",wheel loaders,1,50,not_called,0,
828.690-0433,‘ Meridian Implement,,"eisterstown, Maryland",forestry equipment,1,50,not_called,0,
828.690.0302,Doggett Machinery,,"Monroe, Louisiana",drills,1,50,not_called,0,
828.690.0433,"Grinder Crusher Screen, Inc.",,"Mckinney, Texas",forestry equipment,1,50,not_called,0,
830-755-4500,HOLT CAT Used Equipment,,"Boeme, Texas",grader,1,50,not_called,0,
830.267-9102,Town & Country Implement,,"Seguin, Texas",backhoes,1,50,not_called,0,
830.584-1576,"Green Acres Machinery WCEC, LLC",,"Hondo, Texas",wheel loaders,1,50,not_called,0,
832.207-1300,CROWLEY EQUIPMENT INC,,"Hidalgo, Texas",drills,1,50,not_called,0,
832.407-0659,HOLT CAT Used Equipment,,"Houston, Texas",asphalt pavers,1,50,not_called,0,
832.785-2221,Construct Hub,,"Temple, Texas",backhoes,1,50,not_called,0,
833.204-5733,PETTIT TRUCKS & EQ,,"Covington, Tennessee",cranes,1,50,not_called,0,
833.277-9797,Larson Equipment Co,,"Neenah, Wisconsin",sweepers/brooms,1,50,not_called,0,
833.823.4259,‘ TRUCKSMART ISUZU,,"Morrisville, Pennsylvania",cranes,1,50,not_called,0,
8406105070,Baskin Auctions LLC,,"Covington, Tennessee",cranes,1,50,not_called,0,
843-458-4034,,,"Quakertown, Pennsylvania",wheel loaders,1,50,not_called,0,
843.460-4584,Robertson Equipment International,,"Jasonville, Indiana",drills,1,50,not_called,0,
843.489-6410,Mi,,"Portland, Oregon",drills,1,50,not_called,0,
843.489-8410,Rexin Equipment,,"Labelle, Florida,
‘Email Seller J +1.843.489-8410",drills,1,50,not_called,0,
"843049
2018",,,,asphalt pavers,1,50,not_called,0,
844-275-2741,GAMACHE TRUCK CENTRE,,"Delta, British Columbia, Canada",backhoes,1,50,not_called,0,
844-283-3883,,,,backhoes,1,50,not_called,0,
844-669.2963,Insta-Mix,,"Montreal, Quebec, Canada",asphalt pavers,1,50,not_called,0,
844-694-2375,,,,backhoes,1,50,not_called,0,
844-694.2375,,,,backhoes,1,50,not_called,0,
844-754.2287,JCW Equipment LLC,,"San Leandro, California",backhoes,1,50,not_called,0,
844-768-5660,Ahearn Equipment,,"Newmanstown, Pennsylvania",skid steers,1,50,not_called,0,
844.230-5330,Hydro Ag Supply,,"Steinbach, Manitoba, Canada",wheel loaders,1,50,not_called,0,
844.275-2740,JPH Equipment,,"Brandon, Manitoba, Canada",backhoes,1,50,not_called,0,
844.289.2737,Swift Co,,"San Juan De Los Lagos, Jalisco,
Mexico",backhoes,1,50,not_called,0,
844.307.2622,Brandt Tractor Ltd. - Ottawa,,"Montmagny, Quebec, Canada",backhoes,1,50,not_called,0,
844.412.0875,WARREN CAT - Construction,,"Miami, Florida",drills,1,50,not_called,0,
844.450.6200,‘ Jeff Martin Auctioneers,,"Loudon, New Hampshire",asphalt pavers,1,50,not_called,0,
844.604.2575,,,,backhoes,1,50,not_called,0,
844.605.2523,Brandt Truck & Trailer,,"Nisku, Alberta, Canada",cranes,1,50,not_called,0,
844.627-4410,Redhead Equipment,,"Winnipeg, Manitoba, Canada",wheel loaders,1,50,not_called,0,
844.669.2846,,,"Truro, Nova Scotia, Canada",backhoes,1,50,not_called,0,
844.694.2575,,,,backhoes,1,50,not_called,0,
844.709.8765,McCallum Farms & Sales,,"Vars, Ontario, Canada",wheel loaders,1,50,not_called,0,
844.722-1253,BIG TRUCK & EQUIPMENT,,"Ringgold, Georgia",sweepers/brooms,1,50,not_called,0,
844.722.1253,Merrimak Capital,,"Sidney, Ohio",sweepers/brooms,1,50,not_called,0,
844.728-2770,MacAllister Machinery Co.,,"San Leandro, California",wheel loaders,1,50,not_called,0,
844.734.4179,NexTier Equipment,,"Montgomery, Alabama",wheel loaders,1,50,not_called,0,
844.753.4350,Mag jebe Km 24,,"Cuauhtemoc, Chihuahua, Mexico",asphalt pavers,1,50,not_called,0,
844.963.1466,Star Equipment Ltd,,"Pretty Prairie, Kansas",skid steers,1,50,not_called,0,
845-426-4055,"Thomas Auction & Real Estate Co, In",,"Tulsa, Oklahoma",backhoes,1,50,not_called,0,
845.278.7765,Burke Equipment,,"Dryden, Michigan",backhoes,1,50,not_called,0,
847-777-8124,Bobeat Of Houston,,"Brenham, Texas",backhoes,1,50,not_called,0,
847.777.8124,,,"Cobb, Wisconsin",backhoes,1,50,not_called,0,
855-848-2635,,,"Lebanon, Indiana Location: Tyler, Texas Location: San Antonio, Texas Location: Louisville, Kentucky",drills,1,50,not_called,0,
855-848.2635,,,"Kansas City, Missouri",wheel loaders,1,50,not_called,0,
855.226-4667,"WORKING MACHINES S.A, DE C.V.",,"Brossard, Quebec, Canada",backhoes,1,50,not_called,0,
855.258.6735,LS Equipment And Services LTD.,,"Timmins, Ontario, Canada",wheel loaders,1,50,not_called,0,
855.508.0552,JPH Equipment,,"Mexico City, Mexico, Mexico",backhoes,1,50,not_called,0,
858.935.3052,Hawthorne Cat,,"Waipahu, Hawaii",drills,1,50,not_called,0,
859.759-0378,"US Global Equipment, LLC",,"Richmond, Kentucky",drills,1,50,not_called,0,
860.222-3303,Mike's Machinery,,"Portiand, Oregon",drills,1,50,not_called,0,
860.222-3393,Bruggink’s Inc,,"Sauk Rapids, Minnesota",forestry equipment,1,50,not_called,0,
860.500.5022,MB Tractor & Equipment,,"Spencer, Massachusetts",wheel loaders,1,50,not_called,0,
860.909-7020,Crane Specialists Inc.,,"South Boston, Massachusetts",cranes,1,50,not_called,0,
860.909-7023,Mission Valley Kubota Tractor &,,"Keamey, Nebraska",skid steers,1,50,not_called,0,
860.909.7028,PCA Atlantic LLC,,"Moosup, Connecticut",skid steers,1,50,not_called,0,
860.920-0075,Progressive Tractor & Implement,,"Shakopee, Minnesota",drills,1,50,not_called,0,
863.328.7041,Team Boone,,"artow, Florida",off-highway trucks,1,50,not_called,0,
864.583.8433,,,"Old Forge, Pennsyivania",wheel loaders,1,50,not_called,0,
866-480-2411,Trends Handling,,"Ottawa, Ontario, Canada",drills,1,50,not_called,0,
866.260-9619,"Haug Kubota, LLC.",,"Williamsburg, Iowa",backhoes,1,50,not_called,0,
866.260.9619,Hawke & Company,,"Aiton, Iowa",backhoes,1,50,not_called,0,
866.423.4514,Brim Tractor Co.,,"Chehalis, Washington",skid steers,1,50,not_called,0,
866.739-2918,Ben Kaplan,,"Olathe, Kansas",cranes,1,50,not_called,0,
866.739.2918,OPDYKE TRUCKS AND EQUIPMENT,,"Caledonia, New York",cranes,1,50,not_called,0,
867.777-4117,Iron Exchange LLC,,"Palmetto, Florida",skid steers,1,50,not_called,0,
870-710-6031,Nichols Equipment,,"Watertown, South Dakota",backhoes,1,50,not_called,0,
870-710-6034,,,"York, Pennsylvania",skid steers,1,50,not_called,0,
870.551.7018,"Glenwood Equipment Company, Inc",,"Glenwood, Arkansas",backhoes,1,50,not_called,0,
870.551.7026,Cook Auction Company,,"Widener, Arkansas",skid steers,1,50,not_called,0,
877-084-3211,Southern Plains Equipment,,"Willmar, Minnesota",skid steers,1,50,not_called,0,
877.667-1998,,,"Florida, New York",drills,1,50,not_called,0,
888-230-9445,,,,drills,1,50,not_called,0,
888-230.6179,Cobb County Tractor Inc,,"Monroe, New Jersey",skid steers,1,50,not_called,0,
888-268-8685,,,,backhoes,1,50,not_called,0,
888-287-2338,Edge Equipment Seller: Vermeer Canada Inc ‘Seller: Maquinaria Wiebe Km 24 Seller: Wesgroup Equipment,,"Sault Ste Marie, Ontario, Canada",forestry equipment,1,50,not_called,0,
888-300-3560,Westcon Equipment & Rentals Ltd,,"Winnipeg, Manitoba, Canada",sweepers/brooms,1,50,not_called,0,
888-392-6055,,,"Cuauhtémoc, Chihuahua, Mexico Location: Cuauntémoc, Chihuahua, Mexico Location: Cuauhtémoc, Chihuahua, Mexico",forestry equipment,1,50,not_called,0,
888-408-7686,DRP Truck & Equipment,,"Lewisburg, Tennessee",forestry equipment,1,50,not_called,0,
888-413.1735,Maquinaria Wiebe Km 24,,"Saskatchewan, Saskatchewan,
Canada,

Email Seller J #1. 888-413.1735",backhoes,1,50,not_called,0,
888-465.8074,Torgerson’s Ec,,"Great Falls, Montana",wheel loaders,1,50,not_called,0,
888-477-1713,HES Equipment,,"Holland, Michigan",wheel loaders,1,50,not_called,0,
888-572-4131,Machinerie Avantis,,"Canton, Georgia",forestry equipment,1,50,not_called,0,
888-630-7969,,,,forestry equipment,1,50,not_called,0,
888-647-7946,,,,wheel loaders,1,50,not_called,0,
888-724-1524,‘ Omnia Machinery,,"Farmington, New York",asphalt pavers,1,50,not_called,0,
888-807-4981,Quality Equipment,,"Faribault, Minnesota",skid steers,1,50,not_called,0,
888-813-3156,Maquinaria Wiebe Km 24,,"Cuauhtemoc, Chihuahua, Mexico",sweepers/brooms,1,50,not_called,0,
888-852.9357,Foley Inc. - Main,,"Bear, Delaware",drills,1,50,not_called,0,
888-856.5998,Capital City Equipment,,"Des Moines, lowa",drills,1,50,not_called,0,
888-973-0857,Nors,,"Ottawa, Ontario, Canada",backhoes,1,50,not_called,0,
888-974-8733,,,,forestry equipment,1,50,not_called,0,
888.227-2638,Brandt Tractor Ltd.,,"Lively, Ontario, Canada",forestry equipment,1,50,not_called,0,
888.227.2638,Pat's Heavy Equipment,,"Val-D'Or, Quebec, Canada",forestry equipment,1,50,not_called,0,
888.230.6179,Columbus Equipment Company,,"Columbus, Ohio Location: Gainesvile, Georgia",skid steers,1,50,not_called,0,
888.232-0182,,,"Kensington, Prince Edward Island,
Canada",forestry equipment,1,50,not_called,0,
888.233.6555,Toromont CAT,,"Omemee, Ontario, Canada",backhoes,1,50,not_called,0,
888.240-6529,‘ GREEN DIAMOND EQUIPMENT LTD. -,,"Kitchener, Ontario, Canada",wheel loaders,1,50,not_called,0,
888.266-3117,High Reach Inc,,"Oakville, Ontario, Canada",cranes,1,50,not_called,0,
888.294.8394,,,,backhoes,1,50,not_called,0,
888.339.4359,Roberts Equipment,,"Freeiton, Ontario, Canada",backhoes,1,50,not_called,0,
888.397-6851,Messick’s - Abbottstown,,"Livingston, Montana",backhoes,1,50,not_called,0,
888.413-1735,,,"Calgary, Alberta, Canada",asphalt pavers,1,50,not_called,0,
888.437-4985,Ritchie Equip Inc - Main,,"Manchester, New Hampshire",wheel loaders,1,50,not_called,0,
888.494-3704,,,,skid steers,1,50,not_called,0,
888.504-4589,,,"Cuauhtémac, Chihuahua, Mexico",backhoes,1,50,not_called,0,
888.507-7375,Doug Poffenroth,,"Rocky Mountain House, Alberta,

 

  

USE",sweepers/brooms,1,50,not_called,0,
888.507.7375,,,"Winnipeg, Manitoba, Canada",sweepers/brooms,1,50,not_called,0,
888.508.0232,Maquinaria Wiebe Km 24,,"West Kelowna, Brith Columbia,
Canada",forestry equipment,1,50,not_called,0,
888.532-1138,Anderson Equipment Sales,,"Bellevile, Ontario, Canada",backhoes,1,50,not_called,0,
888.541.2041,Claude Joyal Inc.,,"Lyster, Quebec, Canada",backhoes,1,50,not_called,0,
888.541.3017,Centre Agricole,,"Coaticook, Quebec, Canada",grader,1,50,not_called,0,
888.552-4001,,,"Penticion, Bish Columbia, Canada",off-highway trucks,1,50,not_called,0,
888.552-4237,,,,backhoes,1,50,not_called,0,
888.552.4001,PACIFIC RIM EQ,,"Penticton, British Columbia, Canada",wheel loaders,1,50,not_called,0,
888.572-4131,Connect Equipment,,"Chepstow, Ontario, Canada",backhoes,1,50,not_called,0,
888.583-6402,Mazergroup Ltd.,,"Miscouche, Prince Edward Island,
Canada",backhoes,1,50,not_called,0,
888.588.5058,Swift Co,,"Windsor, Ontario, Canada",backhoes,1,50,not_called,0,
888.595-5672,,,"Surrey, British Columbia, Canada",wheel loaders,1,50,not_called,0,
888.601-3104,Headwater Equipment Sales and Parts,,"Chatham, Ontario, Canada",wheel loaders,1,50,not_called,0,
888.601.3104,Her,,"Virden, Manitoba, Canada",wheel loaders,1,50,not_called,0,
888.607-0462,Hammerstrap Industries In,,"St-Jean Baptiste De, Quebec, Canada",cranes,1,50,not_called,0,
888.607-9503,SRS Equipment inc.,,"Acheson, Alberta, Canada",forestry equipment,1,50,not_called,0,
888.607.0562,Phaneuf ~ Agricultural Equipment,,"Upton, Quebec, Canada",wheel loaders,1,50,not_called,0,
888.610-3765,‘ Delta Power Equipment,,"Killarney, Manitoba, Canada",backhoes,1,50,not_called,0,
888.635.1603,MOUNTAIN TRUCK & EQ. CO.,,"Longmont, Colorado",cranes,1,50,not_called,0,
888.647-7946,TIM MCDOWELL EQUIP LTD,,"fal Caron, Ontario, Canada",cranes,1,50,not_called,0,
888.670.0346,McCoy Construction & Forestry -,,"San Luis Obispo, California",drills,1,50,not_called,0,
888.675.0389,‘ Eastern Farm Machinery Ltd,,"Guelph, Ontario, Canada",forestry equipment,1,50,not_called,0,
888.696.4129,Carter Machinery,,"Brighton, Colorado",wheel loaders,1,50,not_called,0,
888.701-6875,Douglas Lake Equipment,,"Surrey, British Columbia, Canada",backhoes,1,50,not_called,0,
888.706-7640,‘ Frontline Machinery Ltd.,,"Chillwack, British Columbia, Canada",forestry equipment,1,50,not_called,0,
888.706.7640,Swift Fox Industries,,"Vermilion, Alberta, Canada",forestry equipment,1,50,not_called,0,
888.707-6740,ETI Equipment & Trucks Ine,,"Longview, Texas",drills,1,50,not_called,0,
888.707-9821,C&C Rentals Ltd.,,"Moosomin, Saskatchewan, Canada",wheel loaders,1,50,not_called,0,
888.723-5429,"Lynn Cain, LLC",,"Odessa, Texas",wheel loaders,1,50,not_called,0,
888.807-4981,Kamp Implement Company,,"Faribault, Minnesota",skid steers,1,50,not_called,0,
888.832.9357,,,"Greenfield Center, New York",wheel loaders,1,50,not_called,0,
888.893-1868,Redhead Equipment,,"Vars, Ontario, Canada",backhoes,1,50,not_called,0,
888.919.0042,"Grinder Crusher Screen, Inc.",,"Winnipeg, Manitoba, Canada",forestry equipment,1,50,not_called,0,
888.919.0043,Frontline Machinery Ltd.,,"Edmonton, Alberta, Canada",forestry equipment,1,50,not_called,0,
888.974-8733,,,"Lacombe County, Alberta, Canada",asphalt pavers,1,50,not_called,0,
888.974.8733,Cooper Equipment (Canada),,"Brampton, Ontario, Canada",asphalt pavers,1,50,not_called,0,
898-437-4985,Bejac Corporation,,"Placentia, California,
‘email Seller J #1.898-437-4985",wheel loaders,1,50,not_called,0,
898-707-9817,‘ Equipement JYL,,"Ancaster, Ontario, Canada",forestry equipment,1,50,not_called,0,
898-707-9821,Excellence Agridustrie de 'Estrie,,"Mirabel, Quebec, Canada",wheel loaders,1,50,not_called,0,
898-763.0352,EMILE LAROCHELLE INC,,"St Isidore, Quebec, Canada",backhoes,1,50,not_called,0,
898-813.3156,‘ Maquinaria Wiebe KM 24,,"Toronto, Ontario, Canada",sweepers/brooms,1,50,not_called,0,
898.227-2638,Brandt Tractor Ltd. - Cranbrook,,"Val-D'Or, Quebec, Canada",forestry equipment,1,50,not_called,0,
898.229.6174,GREEN DIAMOND EQUIPMENT LTD. -,,"Laval, Quebec, Canada",wheel loaders,1,50,not_called,0,
898.230-6179,Chadwick-BaRoss,,"Marietta, Georgia",skid steers,1,50,not_called,0,
898.246-0892,‘ Team Boone,,"Prospect, Pennsylvania",backhoes,1,50,not_called,0,
898.265.5248,MYP Machinery LLC,,"Mexico City, Mexico, Mexico",backhoes,1,50,not_called,0,
898.281.2263,National Lift Truck Ine,,"Crookston, Minnesota",cranes,1,50,not_called,0,
898.294.8304,Redhead Equipment,,"Essex, Ontario, Canada",wheel loaders,1,50,not_called,0,
898.294.8394,Delta Power Equipment,,"Cuauhtemoc, Chihuahua, Mexico",backhoes,1,50,not_called,0,
898.300.3186,Nors,,"jouston, British Columbia, Canada",forestry equipment,1,50,not_called,0,
898.339.4359,VGR Groep,,"Vilnius, Vilniaus, Lithuania",forestry equipment,1,50,not_called,0,
898.392-6055,BRR Equipment Sales,,"Edmonton, Alberta, Canada",forestry equipment,1,50,not_called,0,
898.408.7686,ESK Equipment & Supply,,"Cuauhtemoc, Chihuahua, Mexico",forestry equipment,1,50,not_called,0,
898.490.2702,Edge Equipment,,"Chilliwack, British Columbia, Canada",forestry equipment,1,50,not_called,0,
898.504.4589,Brandt Tractor Ltd. - Mississauga.,,"Okotoks, Alberta, Canada",backhoes,1,50,not_called,0,
898.526-1704,Maxwell Farm Service,,"Membertou, Nova Scotia, Canada",forestry equipment,1,50,not_called,0,
898.562-4306,BIK Boom Trucks LLC,,"Beauceville, Quebec, Canada",cranes,1,50,not_called,0,
898.594.7989,GREEN DIAMOND EQUIPMENT LTD. -,,"Springbrook, Ontario, Canada",forestry equipment,1,50,not_called,0,
